Designação,Nome,Logradouro,Bairro,Número,Complemento,CEP,IDEB 1º Segmento,IDEB 2º Segmento,Latitude,Longitude,Ginásio Carioca,Acessibilidade,Séries Atendidas,Turnos Atendidos,Ginásio Olímpico,Diretor,Telefone,INEP,Coordenador Pedagógico
0918503,LAMARTINE BABO,Rua Campo Maior,Campo Grande,S/Nº,,23015-200,4.4,,"-22.9083054599718","-43.5401964790792",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Creche/Pré-Escola,1º Turno/2º Turno/Integral,N,VIRGINIA ALITA DUARTE DE SOUSA,3394-6154/3407-3957/3407-3957/3394-6154,33081840,SOLANGE DAMASCENO DA SILVA TEIXEIRA
0918504,FRANCISCO CAVALCANTE PONTES DE MIRANDA,Estr. Moriçaba,Campo Grande,S/Nº,,23016-620,5.9,5,"-22.8982615241565","-43.5348124467526",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/Pré-Escola,,N,SELMA FATIMA DE SOUZA COELHO,3394-0622/3364-1620,33081824,CLAUDIA TEIXEIRA DE SOUSA
0918505,ANITA MALFATTI,Rua Iaraquã                                                    Cachamorra,Campo Grande,s/nº,,23047-160,4.9,,"-22.9269292981549","-43.5559680301968",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,,N,MARIA JOSE FERREIRA FERNANDEZ,3394-7227/3364-6768,33081778,ADRIANA PEREIRA DOS SANTOS
0918506,RAYMUNDO OTTONI DE CASTRO MAYA,Rua Moranga,Campo Grande/Benjamin Dumont,S/Nº,,23059-150,4.8,,"-22.9108382635553","-43.5835948154353",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,,N,MARIA LUCIA ROCHA RODRIGUES LIMA,3394-2130,33081875,CLAUDIA ANDREA ATHANAZIO DE ARAUJO
0918507,PROFESSOR DARCY RIBEIRO,Rua das Conchas -,Campo Grande,S/Nº,Santa Rosa,23073-330,5.7,,"-22.886812743991","-43.586982785371",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/Creche/Pré-Escola,,N,ALECSANDRO AMORIM MARTINIANO,3394-3349/2394-6385/2394-6385/3394-3349,33081751,ROSEANE FERREIRA RIBEIRO
0918508,DOUTOR ERNESTO (CHE) GUEVARA,Rua Timbaúba,Campo Grande     /  Centro,S/Nº,Praça Mainá,23087-310,5.1,,"-22.8862756171079","-43.5561841697094",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,,N,ANGELA LOPES FERNANDES DA CRUZ,3394-5174/3404-0110,33081808,MARIA APARECIDA CARVALHO DE ABREU
0918509,NELSON MANDELA,Praça Daniel Lames,Campo Grande,S/Nº,Centro,23081-050,5.6,,"-22.8950904230932","-43.5701321880378",N,S,1º Ano/2º Ano/3º Ano/Classe Especial/Creche/Pré-Escola,,N,LUCI GOMES CARDOSO,3394-7485/3394-2538/3394-2538/3394-7485,33081859,JOSEANE CHRISOSTIMO BAPTISTA
0918510,ARMINDO MARCÍLIO DOUTEL DE ANDRADE,Rua Flávio Fraga,Campo Grande,S/Nº,Vila Nova,23071-220,5.5,4.1,"-22.8901106841997","-43.580453041297",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,,N,PEDRO JERONIMO RODRIGUES BAPTISTA,3394-3527/2412-2989,33081760,AUDREI ALONSO BRITO DO NASCIMENTO
0918511,HERIVELTO MARTINS,Praça Santo Anastácio,Santíssimo,S/Nº,,23010-006,5,4.3,"-22.8860038845574","-43.5284268331393",N,N,1º Ano/2º Ano/3º Ano/Classe Especial/Pré-Escola,,N,LUCIENE VIVIANI DE MEDEIROS DA SILVA,3394-2224/3407-3992,33081832,ALESSANDRA DA SILVA SOUZA ANDRADE
0918601,ALEGRIA DE NOVA CIDADE,Estrada do Goiabal -,Inhoaíba,Nº 75,Nova Cidade,23063-650,,,"-22.9026622645756","-43.5902512813475",N,N,Creche/PIC,Integral,N,MIRIAN LUCIA DA SILVA FRANKLIN,3407-9152/3364-6789,33095922,
0918602,VITÓRIA DA PAZ,Rua Realeza,Inhoaíba,S/Nº,Vilar Carioca,23056-000,,,"-22.919221386322","-43.601617929958",N,N,Creche/PIC,Integral,N,ISAURA FERREIRA DE OLIVEIRA MODESTO,3484-1901/3484-1895,33141185,
0918603,SEMPRE VIDA ELZA RABELO DE ANDRADE,Rua Vitória  do Mearim -,Cosmos,s/nº,,23058-280,,,"-22.9181206376437","-43.6209696517945",N,N,Creche,2º Turno/Integral,N,SUELI MACHADO,3292-2088/3157-3255,33137005,
0918604,VERA PACHECO JORDÃO,Rua Pedro Autran,Campo Grande,Nº 71,São Jorge,23059-100,,,"-22.914099433044","-43.5849440065172",N,N,Creche,Integral,N,LUCINEIDE CARVALHO VIANA,3405-6895/3405-5129,33122520,
0918605,SEMPRE VIDA PROFESSORA EUGENIA MARIA VELOSO MARCHESI,Rua Gentil de Ouro,Inhoaíba,S/Nº,,23063-340,,,"-22.8963375016066","-43.5921885476742",N,N,Creche/PIC,Integral,N,MARILENE MATTOS DE SOUZA,2412-1250,33144761,
0918606,CECÍLIA MEIRELES,Rua do Rádio,Campo Grande,s/nº,Rozendo,23087-050,,,"-22.8913489461669","-43.5612557265024",N,N,Creche,Integral,N,ANDREIA GERTH HENRIQUES,3394-1352/3364-2722,33095990,
0918607,SONHO FELIZ,Estrada Guandu do Senna  / Nossa Senhora Das Graças,Campo Grande,77.777,Mendanha,21854-000,,,"-22.8541068790428","-43.5285304308757",N,N,Creche/PIC,Integral,N,IVANA MARTINS FARIA,3292-2808/2415-7703,33122601,
0918608,JARDIM MONTE SANTO,Rua Sananduva S/Nº - Jardim Monte Santo,Campo Grande,,,23016-311,,,"-22.9118667280705","-43.53257193121",N,N,Creche/Pré-Escola,1º Turno/Integral,N,ROSANGELA DUARTE DA SILVA,3394-8807/2415-7406,33137013,
0918609,ADÉLIA VIEIRA,Rua Capelinha,Inhoaíba - Campo Grande,s/nº,Vila Santa Rosa,23073-210,,,"-22.8875288278892","-43.5868489250833",N,N,Creche,Integral,N,LETICIA RANGEL CARDOSO SILVA,3292-1781,33096058,
0918610,ESPERANÇA DO AMANHÃ,Estrada de Paciência,Cosmos,Rua 6218,,23580-250,,,"-22.9028226978373","-43.6178631237431",N,N,Creche,Integral,N,MARCIA PAES LEME SOUZA DE SA,3394-2585,33082480,
0918611,MÁRIO LOMBARDI,Rua Gonçalves Céu,Campo Grande,s/nº,,23061-580,,,"-22.8830450566765","-43.6042156949358",N,N,Creche,Integral,N,NADIA MARIA GASPAR GUERREIRO,3292-2131,33095973,
0918613,PROFESSORA FLORA SANTINA FERRARI BRAZ,Estrada do Lameirão,Santíssimo,145,,23012-230,,,"-22.8773502221083","-43.5233241830842",N,N,Creche/PIC,Integral,N,ROSANE GILES DUTRA GONCALVES,3462-7237/2415-7907,33150354,
0918614,ZÉLIA CHAUKE CURI,Rua Juarez Antunes,Campo Grande,S/Nº,,23016-512,,,"-22.9130588432808","-43.5305348904503",N,N,Creche,Integral,N,DENISE MEDEIROS BARREIRA,3364-7229/2415-7237,33154511,
0918615,MARCELO CARDOSO TOMÉ,Rua Braune,Inhoaíba,420,Vila do Céu,,,,"-22.9072664759873","-43.6036115906117",N,N,Creche/PIC,Integral,N,ROSANGELA MATTOS DE CARVALHO,3364-3564/2415-8451,33096007,
0918616,PADRE VALTER DA COSTA SANTOS,Luis Carlos Prester - Comunidade Santa Maria,Campo Grande,s/nº,,,,,"-22.8765669402001","-43.5801139121558",N,N,Creche/Pré-Escola,1º Turno/2º Turno/Integral,N,DULCINEA ROSA PEREIRA DE SIQUEIRA,3405-6973/2415-5701,33158134,
0918617,CRIANDO O FUTURO,Avenida Cesário de Melo,Inhoaíba,6006,,23059-500,,,"-22.9106688763322","-43.5898270957858",N,N,Creche,Integral,N,IARA CRISOSTOMO RAMOS,3394-1691/3394-2642,33147396,
0918618,ESPERANÇA DA VILA SÃO JORGE,Rua Icurunã,Cosmos,147,,23059-340,,,"-22.9137685411798","-43.6062911588079",N,N,Creche/PIC,Integral,N,ANA LUCIA FERREIRA COUTO,3313-5626/3384-3431,33147213,
0918619,RAUL CORTEZ,Rua Moriçaba,campo Grande,s/nº,,23012-006,,,"-22.8991813330307","-43.533767355928",N,N,Creche/PIC,Integral,N,EUNICE BELISARIA CASTRO DE ABREU MARTINS,3394-1826/2412-4503,33158142,
0918620,EMÍLIO IBRAHIM LÁZARO JUBRAM DIB,Rua Beira Rio,Campo Grande,s/nº,,23040-170,,,"-22.919422622614","-43.5550683244834",N,N,Creche/PIC,Integral,N,LUCIA MARIA CARVALHO LACERDA,3155-3950/2394-6576,33158150,
0918801,BIANCA ROCHA TAVARES,Rua Jacareúba,Cosmos,nº 80,,23058-250,,,"-22.9169633041426","-43.6176887993542",N,S,Creche/PIC,Integral,N,MONICA CASAL DOS SANTOS LOPES,2412-3187,33163634,VALERIA GUEDES DA SILVA GUIMARAES
0918802,PINTANDO O SETE,Rua 23  Conjunto Campinho,Campo Grande,s/nº,,,,,"-22.8807897092943","-43.6129826776035",N,S,Creche,Integral,N,DENISE CALDAS LOURENÇO DA SILVA,3402-1000,33163642,
0918803,LUDMILA MÁXIMO MOREIRA CARDOSO,Rua Pedro Leão Veloso  Rangel,Campo Grande,s/nº,,23055-130,,,"-22.9121516049425","-43.5781709896828",N,S,Creche/Pré-Escola,Integral,N,ANA CRISTINA MOREIRA DE OLIVEIRA,3403-0777,33163804,
0918804,RENAN DE SOUZA LEAL,Rua Mário Arzua Barbosa,Campo Grande,s/nº,Conj. Campinho,23066-590,,,"-22.879329","-43.613714",N,N,Creche,1º Turno/Integral,N,RENATA FLAVIA MARINHO ALBUDANE,3403-9700,33163650,
0918805,CANTORA CESÁRIA ÉVORA,Rua Murilo de Alvarenga,Inhoaiba,s/nº,,23071-040,,,"-22.895660504611","-43.5839821730674",N,N,Creche,Integral,N,ROSILENE DA SILVA CHAVES BARBOSA,3394-1973,33163685,
0918806,COMENDADOR SERAFIM SOFIA,Rua das Mangas,Cosmos,s/nº,,23061-170,,,"-22.9090766106625","-43.6184243909823",N,N,Creche,Integral,N,LUCIMAR CARDOSO SOARES,3407-6231,33163782,ROSANE LUCI ALVES FEITOSA
0918807,URBANO DE FREITAS,Rua Cardeal com Rua Gaturama e Tietinga,Campo Grande,s/nº,,23081-210,,,"-22.8927129209222","-43.5674217248678",N,N,Creche/Pré-Escola,Integral,N,ALINE ANTUNES DE PINHO,3384-2139,33163723,RITA DE CASSIA  DA SILVA AREAS
0918808,PROFESSORA MARTA REGINA PERROTTA,Rua Iaciara/Rua Alhambra,Campo Grande,,,,,,"","",,,,,N,,,,
0918809,CAMPO GRANDE,Rua Olinda Elis   - Centro,Campo Grande,99,,23045-160,,,"-22.8743418","-43.5233633",N,N,Pré-Escola,,N,MARIA DAS GRACAS NOGUEIRA QUINHOES,3394-4675,33082995,ANA MARIA DA SILVA MOTTA
0918810,DOM BOSCO,Estr. Santa Maria   Vila Nova,Campo Grande,850,,23071-160,,,"-22.8851703","-43.5792084",N,N,Pré-Escola,,N,BIANCA JANETE CARVALHO TEIXEIRA,3394-2202,33083010,CLAUDIA DE ALMEIDA RIBEIRO
0918811,ISABEL,Av. Cesário De Melo,Inhoaíba,5580,Benjamin Dumont,23059-000,,,"-22.9122664","-43.593463",N,S,Pré-Escola,,N,CATIA CRISTINE RODRIGUES,3394-6167/3394-1923,33081662,MONICA DOS SANTOS REIS SANT ANNA
0918812,PROFESSOR JORGE EUCLIDES PEREIRA NUNES,Rua José dos Santos,Inhoaíba,s/nº,,23062-180,,,"-22.9035393","-43.2095869",N,S,Pré-Escola,1º Turno/2º Turno,N,GISELIA ROSA DE OLIVEIRA,2394-0369,33081670,CLEA MARIA DA MATA
0918813,PROFESSOR MARCO ALTINO DE OLIVEIRA,Rua Jussara,Carobinha -Campo Grande,s/nº,Antiga rua 55,,,,"","",N,N,Creche/Pré-Escola,Integral,N,LIVIA ANDRADE FERNANDES,2412-8199,,
0918814,PROFESSOR NESTOR MANOEL PINTO,Rua Silvio Leitão,Campo Grande,s/nº,,,,,"-22.923222","-43.540640",N,N,Creche/Pré-Escola,Integral,N,SIMONE REGINA MIRANDA BOMFIM,3292-2918,,ANDREA MATOS MARTINS DA SILVA
0918815,PROFESSORA SIRLÉIA SILVA REIS,Rua João Gualberto s/nº,Campo Grande,,,,,,"","",N,N,Creche/Pré-Escola,2º Turno/Integral,N,CATIA SILENE SOUZA VIANNA,3394-2912,,MAIANE MARLI LESSA MARQUES
0918816,PROFESSOR JOÃO FERNANDES FILHO,Rua Primeira Cruz,Campo Grande,42,,,,,"","",,,Creche,1º Turno/Integral,N,MARIA ELISA DALTRO PEIXOTO,3394-2584,,
0918817,PROFESSORA EUGÊNIA DE ALMEIDA AZEVEDO,RUA SETECENTOS E QUATRO,CAMPO GRANDE,S/Nº,,,,,"-22.871460","-43.577195",N,N,Creche,Integral,N,RITA DE CASSIA DA SILVA CONCEICAO,,,
0918818,FRANCISCO JOSÉ DE MORAES,Estrada do Campinho         Santa  Margarida,Inhoaíba,6246,,23066-540,,,"-22.8847705","-43.6214471",N,S,Creche/Pré-Escola,1º Turno/2º Turno/Integral,N,ELISABETE GAIA DAS NEVES,3394-3856/3314-2689,33082987,SUELI DOMINGUES LOPES PEQUENO
0918819,JOARI,Rua Berizal,Campo Grande,S/Nº,Centro,23045-210,,,"-22.9138026","-43.5522149",N,N,Creche/Pré-Escola,,N,DENISE SIMPLICIO DA SILVA GAMA ALVES,3384-1705,33081689,ISABELA CARVALHO COSTA
0918820,ALMO SATURNINO,Av. Aldo  Botelho    -   Benjamin Dumont,,S/Nº,,23055-630,,,"-22.9133707","-43.5800824",N,N,Creche/Pré-Escola,,N,ANA MARIA DE OLIVEIRA PRECIOSO DE SOUZA,3404-1459/3394-1725,33081697,NILBER LAZARO DE ABREU PEQUENO
0918821,PROFESSOR ENYR PORTILHO DE AVELLAR,Estrada Votorantim   Mendanha,Campo Grande,S/Nº,,23095-710,,,"-22.9035393","-43.2095869",N,N,Creche/Pré-Escola,1º Turno/2º Turno/Integral,N,MARIA AUXILIADORA DE ALMEIDA,3394-2159,33081654,PATRICIA PAZ ZUNIGA
0918822,PROFESSOR ANDRÉ LUIZ GILS,,,,,,,,"","",N,N,,,N,,,,
0918900,PAULO RENATO,,,,,,,,"","",,,,,N,,,,
0918902,BAIRRO MAGALI,,,,,,,,"","",,,,,N,,,,
0918903,RUA DAS MANGAS,,,,,,,,"","",,,,,N,,,,
0918999,LUDMILA MÁXIMO MOREIRA CARDOSO,,,,,,,,"","",,,,,N,,,,
0999901,JARDINS CAMPO GRANDE - ESCOLA NOVA,,,,,,,,"","",,,,,N,,,,
1019001,PROFESSOR COQUEIRO,Rua Felipe Cardoso,Santa Cruz,750,Fundos,23520-521,4.9,,"-22.9216460745207","-43.6804892049543",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/Pré-Escola/Realfabetização 1,,N,CARLA LINS SILVA CASTRO,3395-1458,33084947,ELIANA CORREA DA CUNHA DOS SANTOS
1019002,GENERAL GOMES CARNEIRO,Av. Cesário De Melo - Cesarão,Santa Cruz,14.065,,23595-040,4.9,,"-22.9342326281615","-43.6646657492815",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,,N,JOSE ROBERTO SILVA MARTINS,3395-1395,33084718,CRISTINA DE SOUZA GOMES
1019003,PROFESSOR ARTHUR THIRE,Rua Itatinga S/Nº  Venda  Varanda,Paciência,,,23520-520,5.5,,"-22.9484781932021","-43.6451002723325",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,,N,INGRID BRUGGEMANN DE SOUZA NUNES,3158-9020,33084564,NADIR MIRANDA MACIEL DA SILVA
1019004,PROFESSOR JOAO GUALBERTO JORGE DO AMARAL,Praça Paulo De T. Celestino  S/Nº  Gouveias,Paciência,,,23587-080,5.7,,"-22.9198736393805","-43.6232891329556",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,,N,VICTOR AURELIO MARQUES,3404-9905/3314-5157,33084980,ELISABETE TORRES ROSA
1019005,REPUBLICA ARABE DA SIRIA,Rua Mário Fonteneli De Souza S/Nº -Conj. Cesarinho,Paciência,,,23585-055,,4.3,"-22.9212538833437","-43.6392745614427",N,S,6º Ano/7º Ano/8º Ano/9º Ano,,N,MIRIAN BATISTA DE LIMA,2418-7513,33085064,EDNALVA CRISTOVAO DOS SANTOS MACHADO
1019006,VIVALDO RAMOS DE VASCONCELOS,Rua Antonio Patrocínio Fernandes S/Nº,Paciência,,,23585-030,5.5,,"-22.9206791870278","-43.6397462327808",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano,,N,PATRICIA OURIQUES,3394-2745,33085137,HELOISA DA CUNHA LAMARCA
1019007,ANDRE VIDAL DE NEGREIROS,Rua Felipe Cardoso,Santa Cruz,750,,23555-001,,3.5,"-22.9209059240852","-43.6802029531787",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,,N,CRISTIANO VINICIUS LAGO DE SOUZA,3395-2254,33084599,JULIANA VAZ DA COSTA
1019008,EDUARDO RABELO,Av. Cesário De Melo 14.145,Santa Cruz,,,23595-040,,4.8,"-22.9346095865193","-43.6649702487952",N,S,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 3/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,,N,MARCIA MARIA FERREIRA,3395-1295/3354-6837/3313-8989/3158-1963,33084637,ELZA MARIA LAGE PUNARO BARATTA
1019009,PREFEITO JOAO CARLOS VITAL,Rua Ferreira Nobre 176,Santa Cruz,,,23550-030,6,,"-22.9233769744063","-43.6908086639984",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,ANA PAULA DOS SANTOS VASCONCELOS,3395-1895,33084920,LIGIA DE GOUVEA MUNIZ
1019010,JOSE DE MELLO,Praça da Legalidade S/Nº,Santa Cruz,,,23550-070,5.4,,"-22.9226205125603","-43.6888237396913",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,LILIANE DE MELO MARQUES,3395-1325,33084785,ELAINE DE OLIVEIRA MIRANDA
1019011,RONALD DE CARVALHO,Estr. Victor Dumas,Santa Cruz,1696,,23550-160,5.7,,"-22.9360748382815","-43.6998326804124",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Pré-Escola/Realfabetização 1,,N,ALEXSANDRA SAMARITANA FERREIRA DOS SANTOS,3395-1385,33085099,KARLA MONIKE MOREIRA GOMES
1019012,TENENTE RENATO CESAR,Av. Areia Branca,Santa Cruz,1510,,23525-002,5.3,,"-22.9386895619173","-43.6858053661008",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial,,N,DAYSE GOMES DE SOUZA BENTO,3395-1425,33085129,CARLA DE ARAUJO TEIXEIRA
1019013,BENTO DO AMARAL COUTINHO,Estr. Victor Dumas S/Nº,Santa Cruz,,,23550-160,,4.4,"-22.9388760313167","-43.6862680197303",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,,N,ELISANGELA DA ROSA,3395-1185/3157-8723,33084602,
1019014,CORONEL BERTHIER,Rua Tenente César S/Nº Base A. Santa Cruz,Santa Cruz,,,23555-230,5.5,4.6,"-22.9237480203964","-43.7043480677868",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano,,N,MIRIAN TORRES SENA COMIN,3395-1335/3427-8749,33084610,JANAINA DA PAIXAO FONSECA
1019015,PRINCESA ISABEL,Rua das Palmeiras Imperiais,Santa Cruz,135,,23550-020,,4.6,"-22.9231694107926","-43.6926561922286",S,S,7º Ano/8º Ano/9º Ano,,N,LUIZ CLAUDIO DE SOUZA,3395-1613,33084939,MARIZA ALONSO FERREIRA MEDEIROS
1019016,ALDEBARA,Av.  Antares  Rua  1,Santa Cruz,S/N,,23510-360,5.1,4,"-22.9218721124591","-43.6551068377636",N,N,6º Ano/7º Ano/8º Ano/9º Ano,,N,,3395-1985,33084580,THEREZINHA DE JESUS E SILVA FIGUEIREDO PEREIRA
1019017,OTELO DE SOUZA REIS,Av. Antares S/Nº,Santa Cruz,,,23510-360,4.3,,"-22.9211290548431","-43.6612188676604",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,,N,MARILIA MATHEUS RUSSELL,3354-9090,33084890,CRISTINA BARBOSA GROSS MARTINS MONTEIRO
1019018,HAYDEA VIANNA FIUZA DE CASTRO,Rua São Gomário S/Nº Vila Paciência,Paciência,,,22595-060,5.4,,"-22.929541742911","-43.6504025037346",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Creche/Pré-Escola,,N,PATRICIA GOMES DE AZEVEDO,3305-3142,33084734,
1019019,FERNANDO DE AZEVEDO,Rua Das Palmeiras Imperiais S/Nº,Santa Cruz,,S/Nº,23550-020,,4.2,"-22.9225804076678","-43.6919551440338",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,,N,SANDRA DA SILVA MOTA LIMA,3395-1525,33084688,SOLANGE DIAS PEREIRA
1019020,PROFESSORA MARIA SANTIAGO,Rua DR. SAMUEL DUARTE,Santa Cruz,S/N,,23510-006,6.1,,"-22.9313968764879","-43.6721167235843",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,MONICA ESTEVES URURAHY RODRIGUES,3395-5743,33085013,MONICA JORDAO REIS DA SILVA
1019021,PROFESSORA SILVIA DE ARAUJO TOLEDO,Av. Canal 3,Santa Cruz,S/N.º,Conj. Cesarão,23595-040,4.5,3.6,"-22.9296259662188","-43.6525221197368",N,N,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,,N,GEISA DOS SANTOS,3395-5890,33085021,CENILDA REGALLO DE ASSUMPÇÃO
1019022,LUIS CAETANO DE OLIVEIRA,Rua 54 S/Nº  Conj. Cesarão,Santa Cruz,,,23595-420,5.3,,"-22.935429855619","-43.6632490636575",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,,N,ELIETE MENDANHA DA CUNHA,3395-3046,33084823,DEVANE ALVES DE CARVALHO
1019023,PESTALOZZI,Rua Severiano Das Chagas,Santa Cruz,S/Nº,,23510-010,5.6,,"-22.9152322254637","-43.6793763187659",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,,N,SONIA GASPAR ROSA,3395-1115/3395-0936,33084912,MARCIA CRISTINA DA FONSECA CAVALCANTE
1019024,JULIO CESARIO DE MELO,Estr. De Sepetiba,Santa Cruz,2875,,23525-170,4.5,,"-22.9537634506162","-43.6829002117965",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,,N,SIMONE DE SOUZA FERREIRA,3395-1545/3158-8632,33084793,EVELINE SILVA MENEZES RESENDE
1019025,NAIR DA FONSECA,Estr. De Sepetiba,Sepetiba,93,,23545-000,5.4,,"-22.9687416813726","-43.7076736389167",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,,N,VANIA CRISTINA VILLAS BOAS FERREIRA MARQUES,3317-7265,33084874,MARCIA DOS ANJOS REBELO
1019026,NELSON ROMERO,Rua José Baldino S/Nº,Sepetiba,,,23540-004,5.4,,"-22.971254528387","-43.6969768505029",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,,N,FABRICIO SOARES CARNEIRO,3158-0848,33084882,ISABEL DO NASCIMENTO ANDRADE LEITE
1019027,FELIPE CAMARAO,Rua José Fernandes S/Nº,Sepetiba,,,23535-540,5.3,,"-22.9757186148646","-43.6944591538655",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Aceleração 1/Pré-Escola/Realfabetização 1,,N,REGINA CELIA GOMES ESPPENCHUTZ,3317-7175/3317-7175,33084670,ANDREA SOARES DA SILVEIRA
1019028,PROFESSOR DARCY ARAUJO DE MIRANDA,Rua Severiano das Chagas,Santa Cruz,S/N.º,,23510-040,6.3,,"-22.9156689575712","-43.679344444977",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,,N,CLAUDIA REGINA BAIMA FONSECA,3395-3558/3365-2668,33084955,BETHANIA ANTONIA MARTINS PEREIRA
1019029,ESC. ESP. DOUTOR HELIO PELLEGRINO,Rua Felipe Cardoso,Santa Cruz,750,,23555-000,,,"-22.9213275067647","-43.6798263076055",N,S,Classe Especial/Pré-Escola,,N,ANTONIA DA SILVA MULLER,3395-1680/3365-2504,33084661,
1019030,PROFESSORA MARIA HELENA ALVES PORTILHO,Rua Ray Coniff (cantor) LOTE 30-Conj. Alvorada- Santa Cruz,Santa Cruz,,,23500-100,5.3,,"-22.8990594111921","-43.7222555845261",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,,N,MARIA DAS GRACAS NEVES VALADARES,3365-6500,33085005,EDNA OLIVEIRA DO AMORIM GONCALVES
1019031,MARECHAL PEDRO CAVALCANTI,Rua Porto Firme,Paciência,S/N.º,Parque Estoril,23585-630,,4.5,"-22.9243685075121","-43.6325146656093",N,S,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 3/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,,N,ESTHER DIAS PEREIRA,3426-5815/2409-3960/3409-7399/2409-3960/3409-7348,33084831,
1019032,MIGUEL CALMON,Estr. Santa Eugênia,Paciência,S/N.º,,23585-430,5.8,,"-22.9220295865643","-43.6343313115241",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,,N,LUCIA MARIA DE OLIVEIRA LOPES,3313-0950,33084866,GRACIENE DE SOUZA BRAZ
1019033,ESPANHA,Pça. Tarumirim S/Nº,Paciência,,,23580-120,5.9,,"-22.9146212736984","-43.6367428913621",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Realfabetização 1,,N,JANETE FERNANDES DA COSTA FREITAS,3407-0556,33084653,FATIMA REGINA DIB GOMES DE LIMA
